     240,   0.910,   4.126
     241,   0.910,   4.126
     242,   0.910,   4.124
     243,   0.910,   4.123
     244,   0.909,   4.122
     245,   0.909,   4.121
     246,   0.909,   4.120
     247,   0.909,   4.119
     248,   0.909,   4.118
     249,   0.908,   4.118
     250,   0.908,   4.116
     251,   0.908,   4.115
     252,   0.908,   4.113
     253,   0.907,   4.110
     254,   0.907,   4.109
     255,   0.906,   4.107
     256,   0.906,   4.106
     257,   0.905,   4.104
     258,   0.905,   4.102
     259,   0.905,   4.101
     260,   0.905,   4.100
     261,   0.904,   4.096
     262,   0.903,   4.093
     263,   0.903,   4.091
     264,   0.903,   4.091
     265,   0.902,   4.090
     266,   0.902,   4.089
     267,   0.902,   4.089
     268,   0.901,   4.085
     269,   0.901,   4.084
     270,   0.901,   4.084
     271,   0.901,   4.082
     272,   0.900,   4.081
     273,   0.900,   4.079
     274,   0.900,   4.078
     275,   0.899,   4.077
     276,   0.899,   4.075
     277,   0.899,   4.074
     278,   0.898,   4.072
     279,   0.898,   4.071
     280,   0.898,   4.068
     281,   0.897,   4.067
     282,   0.897,   4.065
     283,   0.897,   4.064
     284,   0.896,   4.063
     285,   0.896,   4.061
     286,   0.896,   4.061
     287,   0.896,   4.060
     288,   0.895,   4.058
     289,   0.895,   4.057
     290,   0.895,   4.056
     291,   0.894,   4.053
     292,   0.894,   4.050
     293,   0.893,   4.048
     294,   0.893,   4.046
     295,   0.892,   4.043
     296,   0.892,   4.043
     297,   0.892,   4.041
     298,   0.891,   4.039
     299,   0.891,   4.039
     300,   0.891,   4.037
     301,   0.890,   4.036
     302,   0.890,   4.035
     303,   0.890,   4.034
     304,   0.890,   4.033
     305,   0.890,   4.033
     306,   0.889,   4.031
     307,   0.889,   4.031
     308,   0.889,   4.030
     309,   0.889,   4.029
     310,   0.889,   4.028
     311,   0.889,   4.028
     312,   0.889,   4.027
     313,   0.889,   4.027
     314,   0.888,   4.026
     315,   0.888,   4.026
     316,   0.888,   4.025
     317,   0.888,   4.023
     318,   0.887,   4.022
     319,   0.887,   4.022
     320,   0.887,   4.019
     321,   0.887,   4.018
     322,   0.886,   4.017
     323,   0.886,   4.016
     324,   0.886,   4.015
     325,   0.886,   4.015
     326,   0.885,   4.012
     327,   0.885,   4.011
     328,   0.885,   4.010
     329,   0.884,   4.008
     330,   0.884,   4.007
     331,   0.884,   4.006
     332,   0.884,   4.005
     333,   0.883,   4.003
     334,   0.883,   4.002
     335,   0.883,   4.000
     336,   0.882,   3.999
     337,   0.882,   3.997
     338,   0.881,   3.995
     339,   0.881,   3.994
     340,   0.881,   3.994
     341,   0.881,   3.993
     342,   0.881,   3.991
     343,   0.881,   3.991
     344,   0.880,   3.990
     345,   0.880,   3.988
     346,   0.880,   3.987
     347,   0.879,   3.985
     348,   0.879,   3.983
     349,   0.878,   3.980
     350,   0.878,   3.979
     351,   0.878,   3.978
     352,   0.878,   3.977
     353,   0.877,   3.977
     354,   0.877,   3.975
     355,   0.877,   3.974
     356,   0.876,   3.972
     357,   0.876,   3.971
     358,   0.876,   3.970
     359,   0.876,   3.969
     360,   0.875,   3.968
     361,   0.875,   3.965
     362,   0.875,   3.965
     363,   0.874,   3.963
     364,   0.874,   3.961
     365,   0.874,   3.961
     366,   0.874,   3.960
     367,   0.873,   3.959
     368,   0.873,   3.958
     369,   0.873,   3.956
     370,   0.873,   3.955
     371,   0.872,   3.954
     372,   0.872,   3.952
     373,   0.872,   3.951
     374,   0.872,   3.950
     375,   0.871,   3.948
     376,   0.871,   3.948
     377,   0.871,   3.946
     378,   0.870,   3.944
     379,   0.870,   3.942
     380,   0.869,   3.940
     381,   0.869,   3.939
     382,   0.869,   3.938
     383,   0.869,   3.937
     384,   0.868,   3.936
     385,   0.868,   3.934
     386,   0.867,   3.932
     387,   0.867,   3.931
     388,   0.867,   3.929
     389,   0.867,   3.928
     390,   0.866,   3.927
     391,   0.866,   3.926
     392,   0.866,   3.926
     393,   0.866,   3.926
     394,   0.866,   3.924
     395,   0.866,   3.923
     396,   0.865,   3.921
     397,   0.865,   3.920
     398,   0.865,   3.920
     399,   0.864,   3.917
     400,   0.864,   3.916
     401,   0.864,   3.915
     402,   0.863,   3.914
     403,   0.863,   3.913
     404,   0.863,   3.912
     405,   0.863,   3.911
     406,   0.863,   3.910
     407,   0.863,   3.909
     408,   0.862,   3.909
     409,   0.862,   3.908
     410,   0.862,   3.906
     411,   0.862,   3.906
     412,   0.862,   3.905
     413,   0.861,   3.904
     414,   0.861,   3.903
     415,   0.861,   3.903
     416,   0.861,   3.901
     417,   0.860,   3.900
     418,   0.860,   3.899
     419,   0.860,   3.898
     420,   0.860,   3.898
     421,   0.860,   3.898
     422,   0.860,   3.897
     423,   0.860,   3.896
     424,   0.859,   3.894
     425,   0.859,   3.892
     426,   0.858,   3.889
     427,   0.858,   3.888
     428,   0.858,   3.887
     429,   0.857,   3.886
     430,   0.857,   3.885
     431,   0.857,   3.884
     432,   0.857,   3.883
     433,   0.857,   3.882
     434,   0.856,   3.881
     435,   0.856,   3.880
     436,   0.856,   3.878
     437,   0.855,   3.877
     438,   0.855,   3.876
     439,   0.855,   3.875
     440,   0.855,   3.873
     441,   0.854,   3.872
     442,   0.854,   3.871
     443,   0.854,   3.870
     444,   0.854,   3.870
     445,   0.854,   3.869
     446,   0.854,   3.869
     447,   0.853,   3.868
     448,   0.853,   3.866
     449,   0.853,   3.866
     450,   0.853,   3.864
     451,   0.852,   3.864
     452,   0.852,   3.863
     453,   0.852,   3.862
     454,   0.852,   3.861
     455,   0.852,   3.860
     456,   0.851,   3.858
     457,   0.851,   3.857
     458,   0.851,   3.856
     459,   0.851,   3.855
     460,   0.850,   3.853
     461,   0.850,   3.853
     462,   0.850,   3.853
     463,   0.850,   3.852
     464,   0.850,   3.851
     465,   0.849,   3.850
     466,   0.849,   3.849
     467,   0.849,   3.848
     468,   0.849,   3.846
     469,   0.848,   3.844
     470,   0.848,   3.843
     471,   0.848,   3.841
     472,   0.848,   3.841
     473,   0.847,   3.840
     474,   0.847,   3.839
     475,   0.847,   3.837
     476,   0.847,   3.837
     477,   0.846,   3.836
     478,   0.846,   3.836
     479,   0.846,   3.835
     480,   0.846,   3.835
     481,   0.846,   3.833
     482,   0.846,   3.832
     483,   0.845,   3.830
     484,   0.845,   3.830
     485,   0.845,   3.828
     486,   0.845,   3.828
     487,   0.844,   3.827
     488,   0.844,   3.826
     489,   0.844,   3.824
     490,   0.844,   3.824
     491,   0.844,   3.824
     492,   0.843,   3.823
     493,   0.843,   3.822
     494,   0.843,   3.819
     495,   0.842,   3.817
     496,   0.842,   3.815
     497,   0.842,   3.814
     498,   0.842,   3.814
     499,   0.841,   3.812
     500,   0.841,   3.810
     501,   0.840,   3.808
     502,   0.840,   3.808
     503,   0.840,   3.807
     504,   0.840,   3.805
     505,   0.839,   3.804
     506,   0.839,   3.803
     507,   0.839,   3.802
     508,   0.839,   3.801
     509,   0.839,   3.801
     510,   0.838,   3.800
     511,   0.838,   3.799
     512,   0.838,   3.797
     513,   0.837,   3.796
     514,   0.837,   3.795
     515,   0.837,   3.794
     516,   0.837,   3.793
     517,   0.837,   3.791
     518,   0.836,   3.791
     519,   0.836,   3.791
     520,   0.836,   3.790
     521,   0.836,   3.790
     522,   0.836,   3.788
     523,   0.836,   3.787
     524,   0.835,   3.786
     525,   0.835,   3.785
     526,   0.835,   3.785
     527,   0.835,   3.784
     528,   0.834,   3.782
     529,   0.834,   3.781
     530,   0.834,   3.779
     531,   0.834,   3.779
     532,   0.834,   3.779
     533,   0.834,   3.778
     534,   0.833,   3.777
     535,   0.833,   3.776
     536,   0.833,   3.774
     537,   0.833,   3.774
     538,   0.833,   3.774
     539,   0.832,   3.773
     540,   0.832,   3.772
     541,   0.832,   3.771
     542,   0.832,   3.770
     543,   0.831,   3.768
     544,   0.831,   3.768
     545,   0.831,   3.766
     546,   0.831,   3.765
     547,   0.831,   3.764
     548,   0.830,   3.763
     549,   0.830,   3.762
     550,   0.830,   3.762
     551,   0.830,   3.760
     552,   0.829,   3.759
     553,   0.829,   3.758
     554,   0.829,   3.757
     555,   0.829,   3.756
     556,   0.828,   3.755
     557,   0.828,   3.754
     558,   0.828,   3.754
     559,   0.828,   3.753
     560,   0.828,   3.751
     561,   0.827,   3.750
     562,   0.827,   3.749
     563,   0.827,   3.748
     564,   0.827,   3.746
     565,   0.827,   3.746
     566,   0.826,   3.745
     567,   0.826,   3.744
     568,   0.826,   3.742
     569,   0.826,   3.742
     570,   0.825,   3.740
     571,   0.825,   3.738
     572,   0.825,   3.737
     573,   0.824,   3.736
     574,   0.824,   3.735
     575,   0.824,   3.735
     576,   0.824,   3.734
     577,   0.824,   3.734
     578,   0.823,   3.732
     579,   0.823,   3.731
     580,   0.823,   3.731
     581,   0.823,   3.729
     582,   0.823,   3.729
     583,   0.823,   3.729
     584,   0.822,   3.727
     585,   0.822,   3.725
     586,   0.822,   3.724
     587,   0.821,   3.723
     588,   0.821,   3.722
     589,   0.821,   3.722
     590,   0.821,   3.720
     591,   0.821,   3.719
     592,   0.821,   3.719
     593,   0.820,   3.718
     594,   0.820,   3.717
     595,   0.820,   3.716
     596,   0.819,   3.714
     597,   0.819,   3.713
     598,   0.819,   3.712
     599,   0.819,   3.712
     600,   0.819,   3.712
     601,   0.819,   3.711
     602,   0.819,   3.710
     603,   0.818,   3.709
     604,   0.818,   3.709
     605,   0.818,   3.707
     606,   0.818,   3.706
     607,   0.817,   3.705
     608,   0.817,   3.705
     609,   0.817,   3.704
     610,   0.817,   3.703
     611,   0.817,   3.702
     612,   0.817,   3.701
     613,   0.816,   3.700
     614,   0.816,   3.700
     615,   0.816,   3.699
     616,   0.816,   3.697
     617,   0.816,   3.696
     618,   0.815,   3.695
     619,   0.815,   3.695
     620,   0.815,   3.693
     621,   0.815,   3.692
     622,   0.814,   3.691
     623,   0.814,   3.690
     624,   0.814,   3.690
     625,   0.814,   3.689
     626,   0.814,   3.689
     627,   0.814,   3.689
     628,   0.814,   3.688
     629,   0.813,   3.685
     630,   0.813,   3.683
     631,   0.812,   3.682
     632,   0.812,   3.682
     633,   0.812,   3.681
     634,   0.812,   3.680
     635,   0.812,   3.679
     636,   0.812,   3.678
     637,   0.812,   3.678
     638,   0.811,   3.678
     639,   0.811,   3.677
     640,   0.811,   3.675
     641,   0.811,   3.675
     642,   0.811,   3.674
     643,   0.810,   3.672
     644,   0.810,   3.672
     645,   0.810,   3.672
     646,   0.810,   3.671
     647,   0.810,   3.669
     648,   0.810,   3.669
     649,   0.809,   3.668
     650,   0.809,   3.667
     651,   0.809,   3.666
     652,   0.809,   3.665
     653,   0.808,   3.664
     654,   0.808,   3.662
     655,   0.808,   3.661
     656,   0.807,   3.659
     657,   0.807,   3.658
     658,   0.807,   3.657
     659,   0.807,   3.655
     660,   0.806,   3.654
     661,   0.806,   3.653
     662,   0.806,   3.652
     663,   0.806,   3.651
     664,   0.805,   3.650
     665,   0.805,   3.650
     666,   0.805,   3.650
     667,   0.805,   3.649
     668,   0.805,   3.649
     669,   0.805,   3.648
     670,   0.805,   3.647
     671,   0.804,   3.646
     672,   0.804,   3.645
     673,   0.804,   3.645
     674,   0.804,   3.644
     675,   0.804,   3.643
     676,   0.804,   3.642
     677,   0.803,   3.641
     678,   0.803,   3.639
     679,   0.803,   3.639
     680,   0.803,   3.638
     681,   0.803,   3.638
     682,   0.802,   3.636
     683,   0.802,   3.636
     684,   0.802,   3.635
     685,   0.802,   3.635
     686,   0.802,   3.634
     687,   0.802,   3.633
     688,   0.801,   3.633
     689,   0.801,   3.632
     690,   0.801,   3.631
     691,   0.801,   3.630
     692,   0.801,   3.629
     693,   0.801,   3.628
     694,   0.801,   3.628
     695,   0.800,   3.627
     696,   0.800,   3.627
     697,   0.800,   3.627
     698,   0.800,   3.627
     699,   0.800,   3.626
     700,   0.800,   3.625
     701,   0.799,   3.623
     702,   0.799,   3.622
     703,   0.799,   3.622
     704,   0.799,   3.620
     705,   0.798,   3.618
     706,   0.798,   3.617
     707,   0.798,   3.616
     708,   0.798,   3.616
     709,   0.798,   3.615
     710,   0.797,   3.614
     711,   0.797,   3.613
     712,   0.797,   3.612
     713,   0.797,   3.611
     714,   0.797,   3.610
     715,   0.796,   3.610
     716,   0.796,   3.609
     717,   0.796,   3.608
     718,   0.796,   3.607
     719,   0.796,   3.607
     720,   0.796,   3.606
     721,   0.796,   3.606
     722,   0.795,   3.605
     723,   0.795,   3.605
     724,   0.795,   3.605
     725,   0.795,   3.604
     726,   0.795,   3.603
     727,   0.795,   3.602
     728,   0.795,   3.601
     729,   0.794,   3.599
     730,   0.794,   3.598
     731,   0.794,   3.597
     732,   0.793,   3.596
     733,   0.793,   3.594
     734,   0.793,   3.594
     735,   0.793,   3.593
     736,   0.793,   3.593
     737,   0.793,   3.593
     738,   0.792,   3.592
     739,   0.792,   3.591
     740,   0.792,   3.590
     741,   0.792,   3.590
     742,   0.792,   3.589
     743,   0.792,   3.588
     744,   0.792,   3.588
     745,   0.791,   3.587
     746,   0.791,   3.585
     747,   0.791,   3.585
     748,   0.791,   3.584
     749,   0.791,   3.583
     750,   0.790,   3.582
     751,   0.790,   3.582
     752,   0.790,   3.581
     753,   0.790,   3.580
     754,   0.790,   3.579
     755,   0.789,   3.578
     756,   0.789,   3.577
     757,   0.789,   3.576
     758,   0.789,   3.575
     759,   0.789,   3.575
     760,   0.788,   3.572
     761,   0.788,   3.571
     762,   0.788,   3.571
     763,   0.788,   3.571
     764,   0.788,   3.570
     765,   0.787,   3.568
     766,   0.787,   3.568
     767,   0.787,   3.568
     768,   0.787,   3.567
     769,   0.787,   3.566
     770,   0.787,   3.566
     771,   0.787,   3.565
     772,   0.787,   3.565
     773,   0.786,   3.565
     774,   0.786,   3.564
     775,   0.786,   3.563
     776,   0.786,   3.562
     777,   0.786,   3.561
     778,   0.786,   3.560
     779,   0.785,   3.560
     780,   0.785,   3.560
     781,   0.785,   3.559
     782,   0.785,   3.558
     783,   0.785,   3.557
     784,   0.785,   3.556
     785,   0.784,   3.555
     786,   0.784,   3.554
     787,   0.784,   3.554
     788,   0.784,   3.553
     789,   0.784,   3.552
     790,   0.783,   3.550
     791,   0.783,   3.550
     792,   0.783,   3.548
     793,   0.783,   3.548
     794,   0.783,   3.547
     795,   0.782,   3.546
     796,   0.782,   3.545
     797,   0.782,   3.544
     798,   0.782,   3.543
     799,   0.781,   3.542
     800,   0.781,   3.541
     801,   0.781,   3.540
     802,   0.781,   3.539
     803,   0.781,   3.538
     804,   0.780,   3.537
     805,   0.780,   3.537
     806,   0.780,   3.537
     807,   0.780,   3.535
     808,   0.780,   3.534
     809,   0.780,   3.533
     810,   0.779,   3.532
     811,   0.779,   3.532
     812,   0.779,   3.531
     813,   0.779,   3.531
     814,   0.779,   3.531
     815,   0.779,   3.531
     816,   0.779,   3.530
     817,   0.779,   3.529
     818,   0.778,   3.528
     819,   0.778,   3.528
     820,   0.778,   3.527
     821,   0.778,   3.526
     822,   0.778,   3.526
     823,   0.778,   3.525
     824,   0.777,   3.524
     825,   0.777,   3.523
     826,   0.777,   3.522
     827,   0.777,   3.522
     828,   0.777,   3.521
     829,   0.777,   3.521
     830,   0.777,   3.520
     831,   0.777,   3.520
     832,   0.777,   3.520
     833,   0.776,   3.519
     834,   0.776,   3.519
     835,   0.776,   3.517
     836,   0.776,   3.516
     837,   0.776,   3.516
     838,   0.776,   3.515
     839,   0.775,   3.514
     840,   0.775,   3.513
     841,   0.775,   3.513
     842,   0.775,   3.512
     843,   0.775,   3.511
     844,   0.774,   3.510
     845,   0.774,   3.509
     846,   0.774,   3.508
     847,   0.774,   3.507
     848,   0.773,   3.505
     849,   0.773,   3.504
     850,   0.773,   3.503
     851,   0.773,   3.503
     852,   0.773,   3.502
     853,   0.773,   3.502
     854,   0.772,   3.500
     855,   0.772,   3.500
     856,   0.772,   3.500
     857,   0.772,   3.499
     858,   0.772,   3.498
     859,   0.772,   3.498
     860,   0.772,   3.498
     861,   0.771,   3.497
     862,   0.771,   3.496
     863,   0.771,   3.495
     864,   0.771,   3.493
     865,   0.771,   3.492
     866,   0.770,   3.492
     867,   0.770,   3.492
     868,   0.770,   3.491
     869,   0.770,   3.490
     870,   0.770,   3.489
     871,   0.770,   3.488
     872,   0.769,   3.487
     873,   0.769,   3.486
     874,   0.769,   3.486
     875,   0.769,   3.485
     876,   0.769,   3.484
     877,   0.769,   3.484
     878,   0.768,   3.483
     879,   0.768,   3.483
     880,   0.768,   3.481
     881,   0.768,   3.481
     882,   0.768,   3.481
     883,   0.768,   3.481
     884,   0.768,   3.480
     885,   0.768,   3.479
     886,   0.767,   3.478
     887,   0.767,   3.477
     888,   0.767,   3.476
     889,   0.767,   3.475
     890,   0.767,   3.475
     891,   0.767,   3.475
     892,   0.767,   3.475
     893,   0.766,   3.474
     894,   0.766,   3.473
     895,   0.766,   3.471
     896,   0.766,   3.470
     897,   0.765,   3.469
     898,   0.765,   3.469
     899,   0.765,   3.468
     900,   0.765,   3.467
     901,   0.765,   3.466
     902,   0.765,   3.466
     903,   0.765,   3.465
     904,   0.764,   3.464
     905,   0.764,   3.464
     906,   0.764,   3.464
     907,   0.764,   3.462
     908,   0.764,   3.461
     909,   0.764,   3.461
     910,   0.763,   3.460
     911,   0.763,   3.459
     912,   0.763,   3.458
     913,   0.763,   3.458
     914,   0.763,   3.458
     915,   0.763,   3.458
     916,   0.763,   3.457
     917,   0.763,   3.457
     918,   0.762,   3.455
     919,   0.762,   3.455
     920,   0.762,   3.454
     921,   0.762,   3.453
     922,   0.762,   3.452
     923,   0.761,   3.451
     924,   0.761,   3.450
     925,   0.761,   3.449
     926,   0.761,   3.449
     927,   0.761,   3.448
     928,   0.761,   3.447
     929,   0.760,   3.447
     930,   0.760,   3.446
     931,   0.760,   3.444
     932,   0.760,   3.443
     933,   0.760,   3.443
     934,   0.759,   3.441
     935,   0.759,   3.441
     936,   0.759,   3.440
     937,   0.759,   3.440
     938,   0.759,   3.438
     939,   0.758,   3.437
     940,   0.758,   3.436
     941,   0.758,   3.436
     942,   0.758,   3.435
     943,   0.758,   3.434
     944,   0.757,   3.432
     945,   0.757,   3.432
     946,   0.757,   3.431
     947,   0.757,   3.430
     948,   0.757,   3.430
     949,   0.757,   3.430
     950,   0.756,   3.429
     951,   0.756,   3.428
     952,   0.756,   3.427
     953,   0.756,   3.427
     954,   0.756,   3.427
     955,   0.756,   3.425
     956,   0.756,   3.424
     957,   0.756,   3.424
     958,   0.755,   3.424
     959,   0.755,   3.423
     960,   0.755,   3.423
     961,   0.755,   3.423
     962,   0.755,   3.422
     963,   0.755,   3.421
     964,   0.755,   3.421
     965,   0.755,   3.420
     966,   0.755,   3.420
     967,   0.754,   3.419
     968,   0.754,   3.419
     969,   0.754,   3.419
     970,   0.754,   3.418
     971,   0.754,   3.417
     972,   0.754,   3.416
     973,   0.754,   3.416
     974,   0.753,   3.415
     975,   0.753,   3.414
     976,   0.753,   3.414
     977,   0.753,   3.413
     978,   0.753,   3.413
     979,   0.753,   3.412
     980,   0.753,   3.412
     981,   0.753,   3.411
     982,   0.752,   3.410
     983,   0.752,   3.410
     984,   0.752,   3.409
     985,   0.752,   3.409
     986,   0.752,   3.408
     987,   0.752,   3.407
     988,   0.752,   3.407
     989,   0.752,   3.407
     990,   0.751,   3.406
     991,   0.751,   3.406
     992,   0.751,   3.405
     993,   0.751,   3.404
     994,   0.751,   3.404
     995,   0.751,   3.403
     996,   0.751,   3.402
     997,   0.750,   3.402
     998,   0.750,   3.401
     999,   0.750,   3.400
    1000,   0.750,   3.399
    1001,   0.750,   3.399
    1002,   0.750,   3.399
    1003,   0.750,   3.398
    1004,   0.750,   3.397
    1005,   0.749,   3.396
    1006,   0.749,   3.396
    1007,   0.749,   3.396
    1008,   0.749,   3.395
    1009,   0.749,   3.394
    1010,   0.749,   3.393
    1011,   0.748,   3.392
    1012,   0.748,   3.391
    1013,   0.748,   3.390
    1014,   0.748,   3.389
    1015,   0.748,   3.389
    1016,   0.748,   3.388
    1017,   0.747,   3.387
    1018,   0.747,   3.387
    1019,   0.747,   3.386
    1020,   0.747,   3.385
    1021,   0.747,   3.385
    1022,   0.747,   3.385
    1023,   0.747,   3.384
    1024,   0.746,   3.383
    1025,   0.746,   3.383
    1026,   0.746,   3.382
    1027,   0.746,   3.381
    1028,   0.746,   3.381
    1029,   0.746,   3.380
    1030,   0.746,   3.379
    1031,   0.746,   3.379
    1032,   0.745,   3.379
    1033,   0.745,   3.379
    1034,   0.745,   3.378
    1035,   0.745,   3.377
    1036,   0.745,   3.376
    1037,   0.745,   3.375
    1038,   0.745,   3.375
    1039,   0.745,   3.374
    1040,   0.744,   3.374
    1041,   0.744,   3.373
    1042,   0.744,   3.373
    1043,   0.744,   3.372
    1044,   0.744,   3.371
    1045,   0.744,   3.370
    1046,   0.743,   3.369
    1047,   0.743,   3.368
    1048,   0.743,   3.368
    1049,   0.743,   3.367
    1050,   0.743,   3.366
    1051,   0.742,   3.365
    1052,   0.742,   3.364
    1053,   0.742,   3.363
    1054,   0.742,   3.363
    1055,   0.742,   3.362
    1056,   0.742,   3.362
    1057,   0.742,   3.362
    1058,   0.742,   3.361
    1059,   0.742,   3.361
    1060,   0.741,   3.360
    1061,   0.741,   3.359
    1062,   0.741,   3.359
    1063,   0.741,   3.358
    1064,   0.741,   3.358
    1065,   0.741,   3.357
    1066,   0.741,   3.357
    1067,   0.741,   3.357
    1068,   0.740,   3.356
    1069,   0.740,   3.356
    1070,   0.740,   3.355
